product_title,product_url,brand,sales_price,mrp,discount_percent,number_of_ratings,number_of_reviews,type_of_oven,capacity_litres,model_name,star_rating
"SAMSUNG 32 L Convection Microwave Oven  (MC32A7056QT/TL, Black)",https://www.flipkart.com/samsung-32-l-convection-microwave-oven/p/itm9a7bc689399fe?pid=MRCGJZYUC8JAY4CF&lid=LSTMRCGJZYUC8JAY4CFJSQPYI&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_123&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCGJZYUC8JAY4CF.SEARCH&ssid=mht1kjjm400000001686492881455,SAMSUNG,22750,34990,34,,,Convection,32,MC32A7056QT/TL,4.7
"SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B3, BLACK)",https://www.flipkart.com/samsung-32-l-convection-microwave-oven/p/itma53ed5af88016?pid=MRCGJ2HRSTEPYTXG&lid=LSTMRCGJ2HRSTEPYTXGUVK2JC&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_125&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCGJ2HRSTEPYTXG.SEARCH&ssid=mht1kjjm400000001686492881455,SAMSUNG,17250,20050,13,,,Convection,32,CE117PC-B3,3.0
"Panasonic 20 L Solo Microwave Oven  (NN-SM255WFDG, WHITE)",https://www.flipkart.com/panasonic-20-l-solo-microwave-oven/p/itmexyf3z9fnaxjr?pid=MRCEXYF39PJHGCYA&lid=LSTMRCEXYF39PJHGCYAXEEKCK&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_126&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCEXYF39PJHGCYA.SEARCH&ssid=mht1kjjm400000001686492881455,Panasonic,6535,6990,6,147,25,Solo,20,NN-SM255WFDG,4.2
"SAMSUNG 23 L Solo Microwave Oven  (MS23A3513AK/TL, Black)",https://www.flipkart.com/samsung-23-l-solo-microwave-oven/p/itme4af5ac6bc27c?pid=MRCGJZYUGMAKSKMH&lid=LSTMRCGJZYUGMAKSKMHNTSSMS&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_127&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCGJZYUGMAKSKMH.SEARCH&ssid=mht1kjjm400000001686492881455,SAMSUNG,16990,,,,,Solo,23,MS23A3513AK/TL,
"BAJAJ 20 L Convection & Grill Microwave Oven  (2005 ETB, WHITE)",https://www.flipkart.com/bajaj-20-l-convection-grill-microwave-oven/p/itm2dae2270e4bcb?pid=MRCG89Z6RG4GSUSJ&lid=LSTMRCG89Z6RG4GSUSJG6IXZC&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_129&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCG89Z6RG4GSUSJ.SEARCH&ssid=mht1kjjm400000001686492881455,BAJAJ,9499,10850,12,4,0,Convection & Grill,20,2005 ETB,2.8
"SAMSUNG 28 L Convection Microwave Oven  (MC28H5025VS, Silver)",https://www.flipkart.com/samsung-28-l-convection-microwave-oven/p/itmf0853d8d62408?pid=MRCEEZW9YJ84FB8W&lid=LSTMRCEEZW9YJ84FB8WRY70I0&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_130&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCEEZW9YJ84FB8W.SEARCH&ssid=mht1kjjm400000001686492881455,SAMSUNG,14690,15950,7,246,33,Convection,28,MC28H5025VS,4.3
"Godrej 25 L Convection Microwave Oven  (GME 725 CF1 PZ, Cherry Blossom)",https://www.flipkart.com/godrej-25-l-convection-microwave-oven/p/itmezyx7jzmjuyr9?pid=MRCEZYX67AWZBFHZ&lid=LSTMRCEZYX67AWZBFHZS9OIIJ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_131&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCEZYX67AWZBFHZ.SEARCH&ssid=mht1kjjm400000001686492881455,Godrej,14500,,,352,55,Convection,25,GME 725 CF1 PZ,4.4
"LG 32 L Charcoal Convection Microwave Oven  (MJ3286BRUS, Black)",https://www.flipkart.com/lg-32-l-charcoal-convection-microwave-oven/p/itmexbt4bnchg3dq?pid=MRCEXBT4FHH23CBF&lid=LSTMRCEXBT4FHH23CBFXVLA77&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_133&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCEXBT4FHH23CBF.SEARCH&ssid=mht1kjjm400000001686492881455,LG,23299,31730,26,360,47,Convection,32,MJ3286BRUS,4.5
"Panasonic 27 L Convection Microwave Oven  (NN-CT64MBFDG, Black Mirror)",https://www.flipkart.com/panasonic-27-l-convection-microwave-oven/p/itmdf9e800548f54?pid=MRCGGHH8JMMUGQJ9&lid=LSTMRCGGHH8JMMUGQJ9ZKUA4D&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_134&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCGGHH8JMMUGQJ9.SEARCH&ssid=mht1kjjm400000001686492881455,Panasonic,14700,18190,19,,,Convection,27,NN-CT64MBFDG,4.3
"Haier 23 L Convection Microwave Oven  (HIL2302CRSH:IN/MWO/DL, Black)",https://www.flipkart.com/haier-23-l-convection-microwave-oven/p/itme0a722d720c65?pid=MRCGHHWFJ7DSUZ8Y&lid=LSTMRCGHHWFJ7DSUZ8YKP4S3A&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_135&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCGHHWFJ7DSUZ8Y.SEARCH&ssid=mht1kjjm400000001686492881455,Haier,12999,17000,23,,,Convection,23,HIL2302CRSH:IN/MWO/DL,4.4
"SAMSUNG 32 L Convection Microwave Oven  (MC32K7056QT/TL, Black)",https://www.flipkart.com/samsung-32-l-convection-microwave-oven/p/itmf64jskk6yvwdd?pid=MRCF64JSECGP934R&lid=LSTMRCF64JSECGP934R3DA0OC&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_137&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCF64JSECGP934R.SEARCH&ssid=mht1kjjm400000001686492881455,SAMSUNG,21800,26250,16,27,3,Convection,32,MC32K7056QT/TL,4.6
"Panasonic 27 L Convection Microwave Oven  (NN-CT644MFDG, Black)",https://www.flipkart.com/panasonic-27-l-convection-microwave-oven/p/itme26mkyc8gffss?pid=MRCE26MJDC3AFGZF&lid=LSTMRCE26MJDC3AFGZFI37EDA&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_138&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCE26MJDC3AFGZF.SEARCH&ssid=mht1kjjm400000001686492881455,Panasonic,15335,17490,12,238,37,Convection,27,NN-CT644MFDG,4.5
"Haier 30 L Convection Microwave Oven  (HIL3001CBSH:IN, Black)",https://www.flipkart.com/haier-30-l-convection-microwave-oven/p/itm679d91eb736a2?pid=MRCGHHWG57TVDF65&lid=LSTMRCGHHWG57TVDF65GZGWIF&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_139&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCGHHWG57TVDF65.SEARCH&ssid=mht1kjjm400000001686492881455,Haier,17900,24590,27,,,Convection,30,HIL3001CBSH:IN,3.6
"SAMSUNG 32 L Convection Microwave Oven  (MC32A7056CK/TL, Black)",https://www.flipkart.com/samsung-32-l-convection-microwave-oven/p/itme0f8fee56cf5a?pid=MRCGJZYU8KQFGAC4&lid=LSTMRCGJZYU8KQFGAC4REQJUE&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_141&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCGJZYU8KQFGAC4.SEARCH&ssid=mht1kjjm400000001686492881455,SAMSUNG,22570,31990,29,,,Convection,32,MC32A7056CK/TL,4.3
"ONIDA 23 L Convection Microwave Oven  (MO23CJS11BN + Starter Kit, Black)",https://www.flipkart.com/onida-23-l-convection-microwave-oven/p/itm216ac3064fa59?pid=MRCGMPTGED6YYXFZ&lid=LSTMRCGMPTGED6YYXFZGJNYO4&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_142&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCGMPTGED6YYXFZ.SEARCH&ssid=mht1kjjm400000001686492881455,ONIDA,10999,12360,11,3,1,Convection,23,MO23CJS11BN + Starter Kit,4.0
"Panasonic 27 L Convection Microwave Oven  (NN-CT64HBFDG, Black Mirror)",https://www.flipkart.com/panasonic-27-l-convection-microwave-oven/p/itmffe9zvuk2zraa?pid=MRCFFE9ZYRTZEUCQ&lid=LSTMRCFFE9ZYRTZEUCQCYNIEW&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_6_143&otracker=browse&iid=99b44e03-5ea6-4899-bf6b-fa878138b76e.MRCFFE9ZYRTZEUCQ.SEARCH&ssid=mht1kjjm400000001686492881455,Panasonic,16569,17999,7,12,2,Convection,27,NN-CT64HBFDG,4.3
"SAMSUNG 23 L Baker Series Grill Microwave Oven with Crusty Plate  (MG23T5012CP/TL, Pink)",https://www.flipkart.com/samsung-23-l-baker-series-grill-microwave-oven-crusty-plate/p/itm500e924a6a659?pid=MRCFY9G7HNYVZHRQ&lid=LSTMRCFY9G7HNYVZHRQ84T7FS&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_7_145&otracker=browse&iid=d7567781-1dfe-4253-9980-a5ad7ace232a.MRCFY9G7HNYVZHRQ.SEARCH&ssid=0k8tbtusu80000001686493126851,SAMSUNG,11190,13490,17,222,14,Grill,23,MG23T5012CP/TL,3.9
"LG 32 L Convection Microwave Oven  (MJEN326PK, Black)",https://www.flipkart.com/lg-32-l-convection-microwave-oven/p/itm852c90e25fcd3?pid=MRCFMKHWH29U4FSM&lid=LSTMRCFMKHWH29U4FSMXNN99X&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_7_146&otracker=browse&iid=d7567781-1dfe-4253-9980-a5ad7ace232a.MRCFMKHWH29U4FSM.SEARCH&ssid=0k8tbtusu80000001686493126851,LG,25590,31000,17,203,25,Convection,32,MJEN326PK,4.4
"Panasonic 20 L Solo Microwave Oven  (NN-ST266BFDG, BLACK)",https://www.flipkart.com/panasonic-20-l-solo-microwave-oven/p/itmexycwzrsfgf2p?pid=MRCEXYCWRBVCYQZG&lid=LSTMRCEXYCWRBVCYQZGIIL0RO&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_7_147&otracker=browse&iid=d7567781-1dfe-4253-9980-a5ad7ace232a.MRCEXYCWRBVCYQZG.SEARCH&ssid=0k8tbtusu80000001686493126851,Panasonic,7488,8000,6,571,58,Solo,20,NN-ST266BFDG,4.3
"Kenstar 20 L Convection Microwave Oven  (M/O KJ20CBG101, Black)",https://www.flipkart.com/kenstar-20-l-convection-microwave-oven/p/itmdwmvzugbfv9uv?pid=MRCDWK8TWDAQ3FWG&lid=LSTMRCDWK8TWDAQ3FWG60QSH4&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_7_149&otracker=browse&iid=d7567781-1dfe-4253-9980-a5ad7ace232a.MRCDWK8TWDAQ3FWG.SEARCH&ssid=0k8tbtusu80000001686493126851,Kenstar,9990,,,285,51,Convection,20,M/O KJ20CBG101,4.0
"LG 32 L With Twister Smog Handle Convection Microwave Oven  (MJEN326TL, Black)",https://www.flipkart.com/lg-32-l-twister-smog-handle-convection-microwave-oven/p/itm0f2bd423252f9?pid=MRCFKRJ9NHKZVKSN&lid=LSTMRCFKRJ9NHKZVKSN6WISV8&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_7_150&otracker=browse&iid=d7567781-1dfe-4253-9980-a5ad7ace232a.MRCFKRJ9NHKZVKSN.SEARCH&ssid=0k8tbtusu80000001686493126851,LG,18999,27190,30,38,4,Convection,32,MJEN326TL,4.1
"Godrej 30 L Convection & Grill Microwave Oven  (GME 730 CR1 PZ, Wine Lily)",https://www.flipkart.com/godrej-30-l-convection-grill-microwave-oven/p/itmf8r27hbcfgpcx?pid=MRCFMZ5DXGBKZBTG&lid=LSTMRCFMZ5DXGBKZBTG0ZJQFI&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_7_151&otracker=browse&iid=d7567781-1dfe-4253-9980-a5ad7ace232a.MRCFMZ5DXGBKZBTG.SEARCH&ssid=0k8tbtusu80000001686493126851,Godrej,15289,19833,22,152,14,Convection & Grill,30,GME 730 CR1 PZ,4.3
"LG 28 L Charcoal Convection Microwave Oven  (MJ2886BWUM, Floral)",https://www.flipkart.com/lg-28-l-charcoal-convection-microwave-oven/p/itmf8cmnwxffgckz?pid=MRCF8CMNTMMK4FVW&lid=LSTMRCF8CMNTMMK4FVWFIBR5S&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_7_153&otracker=browse&iid=d7567781-1dfe-4253-9980-a5ad7ace232a.MRCF8CMNTMMK4FVW.SEARCH&ssid=0k8tbtusu80000001686493126851,LG,18490,22100,16,174,18,Convection,28,MJ2886BWUM,4.4
"IFB 20 L Convection Microwave Oven  (20BC4 With Touch Key Pad 1200 Watt, Black)",https://www.flipkart.com/ifb-20-l-convection-microwave-oven/p/itmb09938773a0e6?pid=MRCGJQ7HZAAKQJBZ&lid=LSTMRCGJQ7HZAAKQJBZOPESNV&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_7_154&otracker=browse&iid=d7567781-1dfe-4253-9980-a5ad7ace232a.MRCGJQ7HZAAKQJBZ.SEARCH&ssid=0k8tbtusu80000001686493126851,IFB,12300,15999,23,,,Convection,20,20BC4 With Touch Key Pad 1200 Watt,3.6
"Panasonic 23 L Convection Microwave Oven  (NN-CT35LBFDG, Black Floral)",https://www.flipkart.com/panasonic-23-l-convection-microwave-oven/p/itmf0d2f578132c3?pid=MRCG2947PT6S7MFK&lid=LSTMRCG2947PT6S7MFKU7G42O&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_7_155&otracker=browse&iid=d7567781-1dfe-4253-9980-a5ad7ace232a.MRCG2947PT6S7MFK.SEARCH&ssid=0k8tbtusu80000001686493126851,Panasonic,14385,15290,5,4,0,Convection,23,NN-CT35LBFDG,5.0
"Haier 23 L Convection Microwave Oven  (HIL2301CSSH, Silver)",https://www.flipkart.com/haier-23-l-convection-microwave-oven/p/itmer9yptjsyznhr?pid=MRCER9YPWQYUGPXH&lid=LSTMRCER9YPWQYUGPXHPHQ9HO&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_7_157&otracker=browse&iid=d7567781-1dfe-4253-9980-a5ad7ace232a.MRCER9YPWQYUGPXH.SEARCH&ssid=0k8tbtusu80000001686493126851,Haier,13034,13500,3,11,0,Convection,23,HIL2301CSSH,4.3
"LG 28 L Convection Microwave Oven  (MC2846BR, Black)",https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itm06ac4946cb1bb?pid=MRCG666Q52KMFZ32&lid=LSTMRCG666Q52KMFZ32YKMOSJ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_7_158&otracker=browse&iid=d7567781-1dfe-4253-9980-a5ad7ace232a.MRCG666Q52KMFZ32.SEARCH&ssid=0k8tbtusu80000001686493126851,LG,15593,18000,13,221,18,Convection,28,MC2846BR,4.4
"Godrej 20 L Convection Microwave Oven  (GME 720 CF2 QZ GOLDEN RIM, GOLDEN RIM)",https://www.flipkart.com/godrej-20-l-convection-microwave-oven/p/itmd1858dcc09614?pid=MRCGHPV6S9BZEMCA&lid=LSTMRCGHPV6S9BZEMCAFGNDUU&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_7_159&otracker=browse&iid=d7567781-1dfe-4253-9980-a5ad7ace232a.MRCGHPV6S9BZEMCA.SEARCH&ssid=0k8tbtusu80000001686493126851,Godrej,12810,17800,28,,,Convection,20,GME 720 CF2 QZ GOLDEN RIM,4.3
"LG 42 L Inverter Solo Microwave Oven  (MS4295DIS, Black)",https://www.flipkart.com/lg-42-l-inverter-solo-microwave-oven/p/itmf3mhku84jpttv?pid=MRCF2UQHZJKNWZWM&lid=LSTMRCF2UQHZJKNWZWMLG28GS&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_7_161&otracker=browse&iid=d7567781-1dfe-4253-9980-a5ad7ace232a.MRCF2UQHZJKNWZWM.SEARCH&ssid=0k8tbtusu80000001686493126851,LG,15690,16000,1,564,66,Solo,42,MS4295DIS,4.4
"LG 21 L Convection Microwave Oven  (MC2146BL, Black)",https://www.flipkart.com/lg-21-l-convection-microwave-oven/p/itmegz56cuwdkzdz?pid=MRCEGZ56RBZZRHCH&lid=LSTMRCEGZ56RBZZRHCHAHOHXB&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_7_162&otracker=browse&iid=d7567781-1dfe-4253-9980-a5ad7ace232a.MRCEGZ56RBZZRHCH.SEARCH&ssid=0k8tbtusu80000001686493126851,LG,11559,12059,4,667,75,Convection,21,MC2146BL,4.3
"SAMSUNG 23 L Grill Microwave Oven  (MG23A3515AK, BLACK)",https://www.flipkart.com/samsung-23-l-grill-microwave-oven/p/itm72b04f1b19524?pid=MRCGAEKADP2QKWDH&lid=LSTMRCGAEKADP2QKWDH7AZE51&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_7_163&otracker=browse&iid=d7567781-1dfe-4253-9980-a5ad7ace232a.MRCGAEKADP2QKWDH.SEARCH&ssid=0k8tbtusu80000001686493126851,SAMSUNG,10440,11600,10,121,5,Grill,23,MG23A3515AK,4.4
"Haier 28 L Convection Microwave Oven  (HIL2801RBSJ, Silver)",https://www.flipkart.com/haier-28-l-convection-microwave-oven/p/itme26mkw7zfskyg?pid=MRCE26MJRZTG3YUM&lid=LSTMRCE26MJRZTG3YUM9VWT97&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_7_165&otracker=browse&iid=d7567781-1dfe-4253-9980-a5ad7ace232a.MRCE26MJRZTG3YUM.SEARCH&ssid=0k8tbtusu80000001686493126851,Haier,14999,15250,1,85,16,Convection,28,HIL2801RBSJ,4.0
"Kenstar 25 L Convection Microwave Oven  (KJ25CSL101, Black)",https://www.flipkart.com/kenstar-25-l-convection-microwave-oven/p/itmexbt4s9scncmf?pid=MRCEXBT4KXSQHG6J&lid=LSTMRCEXBT4KXSQHG6JFYNHFA&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_7_166&otracker=browse&iid=d7567781-1dfe-4253-9980-a5ad7ace232a.MRCEXBT4KXSQHG6J.SEARCH&ssid=0k8tbtusu80000001686493126851,Kenstar,11399,16990,32,,,Convection,25,KJ25CSL101,3.4
"Panasonic 30 L Convection Microwave Oven  (NN-CT68MBFDG, BLACK AND GREY)",https://www.flipkart.com/panasonic-30-l-convection-microwave-oven/p/itmb037d82290faa?pid=MRCGMG39HDRF3FTN&lid=LSTMRCGMG39HDRF3FTNSH7RVI&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_7_167&otracker=browse&iid=d7567781-1dfe-4253-9980-a5ad7ace232a.MRCGMG39HDRF3FTN.SEARCH&ssid=0k8tbtusu80000001686493126851,Panasonic,21599,25490,15,,,Convection,30,NN-CT68MBFDG,3.4
"Kaff 73 L Built-in Convection Microwave Oven  (KOV 73 MRFT, Black)",https://www.flipkart.com/kaff-73-l-built-in-convection-microwave-oven/p/itmf3f917ec273cd?pid=MRCFMZ5DZJXC6KPH&lid=LSTMRCFMZ5DZJXC6KPHYOUQBI&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_8_169&otracker=browse&iid=3686dcee-7e47-493a-9f69-b46a647148cf.MRCFMZ5DZJXC6KPH.SEARCH&ssid=kb9xhs5p1c0000001686493293886,Kaff,39790,43990,9,3,0,Convection,73,KOV 73 MRFT,3.3
"Kaff 70 L Built-in Convection & Grill Microwave Oven  (MLJ E6, Black)",https://www.flipkart.com/kaff-70-l-built-in-convection-grill-microwave-oven/p/itm39b87c9134193?pid=MRCFTQKTRNMYGWPN&lid=LSTMRCFTQKTRNMYGWPNGNDTSZ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_8_170&otracker=browse&iid=3686dcee-7e47-493a-9f69-b46a647148cf.MRCFTQKTRNMYGWPN.SEARCH&ssid=kb9xhs5p1c0000001686493293886,Kaff,55990,63990,12,,,Convection & Grill,70,MLJ E6,2.8
"LG 32 L Convection Microwave Oven  (MJEN326UL, BLACK)",https://www.flipkart.com/lg-32-l-convection-microwave-oven/p/itm220d0df5f033b?pid=MRCG93Q6GKEUSSEM&lid=LSTMRCG93Q6GKEUSSEMXVKZOU&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_8_171&otracker=browse&iid=3686dcee-7e47-493a-9f69-b46a647148cf.MRCG93Q6GKEUSSEM.SEARCH&ssid=kb9xhs5p1c0000001686493293886,LG,23029,29999,23,15,0,Convection,32,MJEN326UL,4.2
"Kaff 28 L Built-in Convection & Grill Microwave Oven  (KMW HN 6, Black)",https://www.flipkart.com/kaff-28-l-built-in-convection-grill-microwave-oven/p/itmd42592ab6c527?pid=MRCFMZ5DBNYXRCG9&lid=LSTMRCFMZ5DBNYXRCG9QESBLT&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_8_173&otracker=browse&iid=3686dcee-7e47-493a-9f69-b46a647148cf.MRCFMZ5DBNYXRCG9.SEARCH&ssid=kb9xhs5p1c0000001686493293886,Kaff,34990,47990,27,9,2,Convection & Grill,28,KMW HN 6,4.4
"Kenstar 20 L Solo Microwave Oven  (KM20SSLN, BLACK)",https://www.flipkart.com/kenstar-20-l-solo-microwave-oven/p/itme79a6afcghae5?pid=MRCFJHUMDN3PBEQX&lid=LSTMRCFJHUMDN3PBEQXCXPAUH&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_8_174&otracker=browse&iid=3686dcee-7e47-493a-9f69-b46a647148cf.MRCFJHUMDN3PBEQX.SEARCH&ssid=kb9xhs5p1c0000001686493293886,Kenstar,6499,8499,23,213,26,Solo,20,KM20SSLN,4.3
"LG 28 L Charcoal Convection Microwave Oven  (MJ2886BFUM, Black)",https://www.flipkart.com/lg-28-l-charcoal-convection-microwave-oven/p/itmf6kfngzgntmjy?pid=MRCF6KFNZWDN9YJ6&lid=LSTMRCF6KFNZWDN9YJ6HHQMNU&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_8_175&otracker=browse&iid=3686dcee-7e47-493a-9f69-b46a647148cf.MRCF6KFNZWDN9YJ6.SEARCH&ssid=kb9xhs5p1c0000001686493293886,LG,19490,19990,2,1040,91,Convection,28,MJ2886BFUM,4.5
"Tesora Digital Air Fryer Oven | Replaces OTG, Oven, Air Fryer, Toaster, Rotisserie, OTG | 360° Turbo Hot Air Circulation Technology & Dual Heating Element| 1700 Watts | Black.(14.5L) (14.5L)",https://aax-eu.amazon.in/x/c/RDJEAB3aDVDmxJ_vZ7DYMF0AAAGI_BfknQMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICCzh4dz/https://www.amazon.in/Tesora-Replaces-Rotisserie-Circulation-Technology/dp/B09VGTZYTZ/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.f94148a7-b034-4e58-9f1d-2cf8db3cd03c%3Aamzn1.sym.f94148a7-b034-4e58-9f1d-2cf8db3cd03c&cv_ct_cx=microwave+oven&keywords=microwave+oven&pd_rd_i=B09VGTZYTZ&pd_rd_r=e5c00fcb-e30a-45c6-981c-a19f34df80fb&pd_rd_w=giVfb&pd_rd_wg=mcTd7&pf_rd_p=f94148a7-b034-4e58-9f1d-2cf8db3cd03c&pf_rd_r=GEJPEFFYQN55K6VBER81&qid=1687856604&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-113-06195d41-65bd-48f4-8e70-03d97b6094ec,,12999,18500,30,117,,,14,,3.9
Wonderchef Roland 30 Litre Microwave (Black),https://www.amazon.in/Wonderchef-Roland-63152505-Litre-Microwave/dp/B07KMLTT7T/ref=sr_1_101?keywords=microwave+oven&qid=1687856601&sr=8-101,Wonderchef,18999,25000,24,16,,,30,,3.8
"Faber 80 L Convection Microwave Oven (FBIO 80L 6F, Black)",https://www.amazon.in/Faber-Convection-FBIO-80L-6F/dp/B0821ZJR98/ref=sr_1_82?keywords=microwave+oven&qid=1687856598&sr=8-82,Faber,39190,41990,7,37,,Convection,80,FBIO 80L 6F,3.7
.7CF 700 W Microwave BkSS OB,https://www.amazon.in/7CF-700-Microwave-BkSS-OB/dp/B008S792R4/ref=sr_1_115?keywords=microwave+oven&qid=1687856604&sr=8-115,Avanti,,,,40,,,19,MO7103SST,4.2
"H'A'FELE Built-In Microwave Oven With Grill AIDA 28 (Black,25 Litres)",https://www.amazon.in/HAFELE-Built-Microwave-AIDA-28/dp/B0BQ6ZQ8BC/ref=sr_1_179?keywords=microwave+oven&qid=1687856616&sr=8-179,H'A'FELE,,,,,,"Grill, Microwave",25,Microwave AIDA 28,
"LG 32 L Convection Microwave Oven (MC3286BIUM, Black, Heart Friendly Recipes)",https://www.amazon.in/LG-Convection-Microwave-MC3286BIUM-Friendly/dp/B0C4FHT3QK/ref=sr_1_106?keywords=microwave+oven&qid=1687856601&sr=8-106,LG,22751,24999,9,,,Convection,32,MC3286BIUM,
"Usha CALYPSO Digital Air Fryer Oven Toaster Grill (OTG) 30 Litre capacity All in one- Air Fry, Bake, Dehydrate, Toast, Broil | Digital Display | 8 Cooking Options, 8 accessories |2 Yrs Warranty Black",https://aax-eu.amazon.in/x/c/RNs86FhdQbKKhv8-4-yvdEwAAAGI_Bgf8QMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICB1yje6/https://www.amazon.in/dp/B09CH7956L/?_encoding=UTF8&pd_rd_i=B09CH7956L&pd_rd_w=yRD64&content-id=amzn1.sym.69a9d8c7-1563-43e8-bc18-abd50d05a73a%3Aamzn1.sym.69a9d8c7-1563-43e8-bc18-abd50d05a73a&pf_rd_p=69a9d8c7-1563-43e8-bc18-abd50d05a73a&pf_rd_r=NJF86EAPGKWW39BYJZRV&pd_rd_wg=ObhWK&pd_rd_r=ef1ef945-e6bf-447d-80d0-01dc99996544&ref_=sbv_search_btf&&pd_rd_plhdr=t,USHA,12349,15990,23,109,,,,,4.2
"Countertop 1.1 Cubic Feet Microwave Oven, 1000 Watt, Black Front with Black Cabinet, Commercial Chef CHCM11100B",https://www.amazon.in/Westinghouse-WCM11100B-Counter-Microwave-Cabinet/dp/B00GEC80EG/ref=sr_1_110?keywords=microwave+oven&qid=1687856601&sr=8-110,Westinghouse,29193,41709,30,1452,,,31,,4.3
